Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/29/2016,15:30,KINGS,90F,62F,39%,NW,15mph,0mph,30.04in,0.0in,Fair
08/29/2016,22:15,KINGS,82F,57F,42%,NNE,10mph,0mph,30.10in,0.0in,Partly
08/29/2016,15:45,KINGS,90F,62F,39%,NW,15mph,0mph,30.04in,0.0in,Fair
08/29/2016,2:23,KINGS,77F,66F,69%,SSW,10mph,0mph,30.12in,0.0in,Mostly
08/28/2016,17:10,KINGS,86F,58F,38%,S,14mph,0mph,30.15in,0.0in,Partly
08/28/2016,16:47,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,19:12,KINGS,81F,62F,52%,S,12mph,0mph,30.13in,0.0in,Partly
08/28/2016,15:15,KINGS,87F,57F,36%,SSE,8mph,0mph,30.19in,0.0in,Partly
08/28/2016,14:36,KINGS,88F,58F,36%,SE,12mph,0mph,30.21in,0.0in,Partly
08/28/2016,16:30,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,10:24,KINGS,81F,67F,62%,NE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,0:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,16:00,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,12:30,KINGS,85F,57F,38%,SSW,5mph,0mph,30.23in,0.0in,Fair
08/28/2016,19:30,KINGS,81F,62F,52%,S,12mph,0mph,30.13in,0.0in,Partly
08/28/2016,1:30,KINGS,78F,63F,60%,S,6mph,0mph,30.20in,0.0in,Partly
08/28/2016,8:30,KINGS,76F,69F,79%,E,6mph,0mph,30.24in,0.0in,Mostly
08/28/2016,20:30,KINGS,80F,66F,62%,SSE,9mph,0mph,30.12in,0.0in,Partly
08/28/2016,5:40,KINGS,75F,69F,82%,SSE,5mph,0mph,30.20in,0.0in,Fair
08/28/2016,18:49,KINGS,83F,60F,46%,SSE,14mph,0mph,30.14in,0.0in,Partly
08/28/2016,13:00,KINGS,87F,58F,37%,SSW,6mph,0mph,30.22in,0.0in,Fair
08/28/2016,18:00,KINGS,83F,60F,46%,SSE,14mph,0mph,30.14in,0.0in,Partly
08/28/2016,0:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,5:25,KINGS,75F,69F,82%,SSE,5mph,0mph,30.20in,0.0in,Fair
08/28/2016,5:56,KINGS,75F,69F,82%,SSE,5mph,0mph,30.20in,0.0in,Fair
08/28/2016,17:55,KINGS,86F,58F,38%,S,14mph,0mph,30.15in,0.0in,Partly
08/28/2016,10:00,KINGS,81F,67F,62%,NE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,22:00,KINGS,78F,68F,71%,S,12mph,0mph,30.13in,0.0in,Fair
08/28/2016,0:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,18:20,KINGS,83F,60F,46%,SSE,14mph,0mph,30.14in,0.0in,Partly
08/28/2016,21:40,KINGS,78F,67F,68%,S,12mph,0mph,30.13in,0.0in,Partly
08/28/2016,3:23,KINGS,76F,66F,71%,SSE,7mph,0mph,30.18in,0.0in,Fair
08/28/2016,9:20,KINGS,78F,69F,74%,NNE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,0:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,22:30,KINGS,78F,68F,71%,S,12mph,0mph,30.13in,0.0in,Fair
08/28/2016,12:25,KINGS,85F,57F,38%,SSW,5mph,0mph,30.23in,0.0in,Fair
08/28/2016,13:01,KINGS,87F,58F,37%,SSW,6mph,0mph,30.22in,0.0in,Fair
08/28/2016,18:30,KINGS,83F,60F,46%,SSE,14mph,0mph,30.14in,0.0in,Partly
08/28/2016,16:49,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,11:16,KINGS,85F,57F,38%,VAR,6mph,0mph,30.24in,0.0in,Fair
08/28/2016,10:08,KINGS,81F,67F,62%,NE,7mph,0mph,30.24in,0.0in,Fair
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/28/2016,17:00,KINGS,86F,58F,38%,S,14mph,0mph,30.15in,0.0in,Partly
08/28/2016,15:00,KINGS,87F,57F,36%,SSE,8mph,0mph,30.19in,0.0in,Partly
08/28/2016,13:45,KINGS,87F,58F,37%,SSW,6mph,0mph,30.22in,0.0in,Fair
08/28/2016,15:05,KINGS,87F,57F,36%,SSE,8mph,0mph,30.19in,0.0in,Partly
08/28/2016,10:50,KINGS,81F,67F,62%,NE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,3:15,KINGS,76F,66F,71%,SSE,7mph,0mph,30.18in,0.0in,Fair
08/28/2016,0:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,10:45,KINGS,81F,67F,62%,NE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,16:48,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,16:42,KINGS,88F,57F,35%,S,12mph,0mph,30.17in,0.0in,Partly
08/28/2016,0:30,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,0:35,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,6:20,KINGS,75F,69F,82%,E,5mph,0mph,30.22in,0.0in,Fair
08/28/2016,23:00,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/28/2016,9:35,KINGS,78F,69F,74%,NNE,7mph,0mph,30.24in,0.0in,Fair
08/28/2016,23:15,KINGS,77F,67F,71%,SSW,10mph,0mph,30.14in,0.0in,Fair
08/27/2016,0:20,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,20:45,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,4:40,KINGS,78F,60F,54%,NNE,8mph,0mph,30.08in,0.0in,Fair
08/27/2016,20:45,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,8:23,KINGS,78F,61F,56%,NE,6mph,0mph,30.15in,0.0in,Fair
08/27/2016,20:20,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,18:10,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,11:40,KINGS,83F,62F,49%,ENE,8mph,0mph,30.17in,0.0in,Partly
08/27/2016,12:14,KINGS,84F,62F,47%,NE,9mph,0mph,30.16in,0.0in,Partly
08/27/2016,18:05,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,19:05,KINGS,84F,56F,38%,SE,10mph,0mph,30.15in,0.0in,Mostly
08/27/2016,19:00,KINGS,84F,56F,38%,SE,10mph,0mph,30.15in,0.0in,Mostly
08/27/2016,16:20,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,5:10,KINGS,77F,61F,58%,NNE,9mph,0mph,30.09in,0.0in,Fair
08/27/2016,2:35,KINGS,80F,64F,58%,N,9mph,0mph,30.06in,0.0in,Fair
08/27/2016,16:28,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,9:18,KINGS,79F,63F,58%,ENE,8mph,0mph,30.16in,0.0in,Fair
08/27/2016,11:30,KINGS,83F,62F,49%,ENE,8mph,0mph,30.17in,0.0in,Partly
08/27/2016,16:20,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,0:00,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,17:00,KINGS,87F,57F,36%,SSE,10mph,0mph,30.14in,0.0in,Mostly
08/27/2016,16:45,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,16:37,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,16:30,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,20:30,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,17:50,KINGS,87F,57F,36%,SSE,10mph,0mph,30.14in,0.0in,Mostly
08/27/2016,7:00,KINGS,77F,61F,58%,N,12mph,0mph,30.13in,0.0in,Fair
08/27/2016,20:23,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,5:15,KINGS,77F,61F,58%,NNE,9mph,0mph,30.09in,0.0in,Fair
08/27/2016,23:00,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,8:30,KINGS,78F,61F,56%,NE,6mph,0mph,30.15in,0.0in,Fair
08/27/2016,18:00,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,18:00,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,17:20,KINGS,87F,57F,36%,SSE,10mph,0mph,30.14in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/27/2016,0:00,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,23:10,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,14:39,KINGS,87F,60F,40%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,23:50,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,18:20,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,8:00,KINGS,78F,61F,56%,NE,6mph,0mph,30.15in,0.0in,Fair
08/27/2016,12:00,KINGS,84F,62F,47%,NE,9mph,0mph,30.16in,0.0in,Partly
08/27/2016,16:00,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,21:40,KINGS,81F,58F,45%,SSE,7mph,0mph,30.19in,0.0in,Mostly
08/27/2016,20:00,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,18:45,KINGS,86F,58F,38%,SE,13mph,0mph,30.15in,0.0in,Mostly
08/27/2016,16:15,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,6:20,KINGS,76F,61F,60%,NNE,10mph,0mph,30.11in,0.0in,Fair
08/27/2016,14:35,KINGS,87F,60F,40%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,20:45,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,4:40,KINGS,78F,60F,54%,NNE,8mph,0mph,30.08in,0.0in,Fair
08/27/2016,21:00,KINGS,81F,58F,45%,SSE,7mph,0mph,30.19in,0.0in,Mostly
08/27/2016,22:30,KINGS,81F,58F,45%,SSE,5mph,0mph,30.19in,0.0in,Partly
08/27/2016,0:00,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,11:40,KINGS,83F,62F,49%,ENE,8mph,0mph,30.17in,0.0in,Partly
08/27/2016,23:55,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,15:30,KINGS,88F,58F,36%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,1:30,KINGS,81F,64F,56%,N,6mph,0mph,30.06in,0.0in,Fair
08/27/2016,3:50,KINGS,79F,62F,56%,N,6mph,0mph,30.07in,0.0in,Fair
08/27/2016,13:45,KINGS,87F,62F,43%,NE,10mph,0mph,30.16in,0.0in,Partly
08/27/2016,12:45,KINGS,84F,62F,47%,NE,9mph,0mph,30.16in,0.0in,Partly
08/27/2016,23:00,KINGS,79F,61F,54%,SSW,7mph,0mph,30.20in,0.0in,Partly
08/27/2016,7:51,KINGS,77F,61F,58%,N,12mph,0mph,30.13in,0.0in,Fair
08/27/2016,15:00,KINGS,88F,58F,36%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,7:00,KINGS,77F,61F,58%,N,12mph,0mph,30.13in,0.0in,Fair
08/27/2016,16:20,KINGS,88F,56F,34%,SSE,13mph,0mph,30.14in,0.0in,Mostly
08/27/2016,20:30,KINGS,83F,55F,38%,SSE,8mph,0mph,30.17in,0.0in,Mostly
08/27/2016,21:46,KINGS,81F,58F,45%,SSE,7mph,0mph,30.19in,0.0in,Mostly
08/27/2016,21:10,KINGS,81F,58F,45%,SSE,7mph,0mph,30.19in,0.0in,Mostly
08/27/2016,15:30,KINGS,88F,58F,36%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,9:00,KINGS,79F,63F,58%,ENE,8mph,0mph,30.16in,0.0in,Fair
08/27/2016,17:15,KINGS,87F,57F,36%,SSE,10mph,0mph,30.14in,0.0in,Mostly
08/27/2016,8:40,KINGS,78F,61F,56%,NE,6mph,0mph,30.15in,0.0in,Fair
08/27/2016,14:25,KINGS,87F,60F,40%,NE,10mph,0mph,30.15in,0.0in,Partly
08/27/2016,21:45,KINGS,81F,58F,45%,SSE,7mph,0mph,30.19in,0.0in,Mostly
08/27/2016,12:23,KINGS,84F,62F,47%,NE,9mph,0mph,30.16in,0.0in,Partly
08/27/2016,15:00,KINGS,88F,58F,36%,NE,10mph,0mph,30.15in,0.0in,Partly
08/26/2016,9:00,KINGS,81F,72F,74%,WSW,3mph,0mph,29.96in,0.0in,Mostly
08/26/2016,19:30,KINGS,88F,66F,48%,NW,14mph,0mph,29.97in,0.0in,Partly
08/26/2016,18:00,KINGS,91F,66F,43%,NNW,12mph,0mph,29.96in,0.0in,Partly
08/26/2016,22:25,KINGS,84F,65F,53%,NNW,10mph,0mph,30.01in,0.0in,Partly
08/26/2016,0:00,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,22:39,KINGS,84F,65F,53%,NNW,10mph,0mph,30.01in,0.0in,Partly
08/26/2016,12:29,KINGS,87F,70F,57%,NW,16mph,0mph,29.95in,0.0in,Partly
08/26/2016,21:40,KINGS,86F,64F,48%,NW,13mph,0mph,30.00in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/26/2016,8:40,KINGS,79F,71F,77%,SW,10mph,0mph,29.96in,0.0in,Mostly
08/26/2016,12:41,KINGS,87F,70F,57%,NW,16mph,0mph,29.95in,0.0in,Partly
08/26/2016,12:40,KINGS,87F,70F,57%,NW,16mph,0mph,29.95in,0.0in,Partly
08/26/2016,18:45,KINGS,91F,66F,43%,NNW,12mph,0mph,29.96in,0.0in,Partly
08/26/2016,10:00,KINGS,83F,72F,69%,NW,5mph,0mph,29.96in,0.0in,Partly
08/26/2016,14:54,KINGS,90F,68F,48%,NW,16mph,22mph,29.94in,0.0in,Partly
08/26/2016,21:00,KINGS,86F,64F,48%,NW,13mph,0mph,30.00in,0.0in,Partly
08/26/2016,21:00,KINGS,86F,64F,48%,NW,13mph,0mph,30.00in,0.0in,Partly
08/26/2016,14:30,KINGS,90F,68F,48%,NW,16mph,22mph,29.94in,0.0in,Partly
08/26/2016,20:20,KINGS,86F,67F,53%,NW,13mph,0mph,29.98in,0.0in,Mostly
08/26/2016,13:07,KINGS,89F,70F,53%,WNW,17mph,0mph,29.95in,0.0in,Partly
08/26/2016,10:00,KINGS,83F,72F,69%,NW,5mph,0mph,29.96in,0.0in,Partly
08/26/2016,22:40,KINGS,84F,65F,53%,NNW,10mph,0mph,30.01in,0.0in,Partly
08/26/2016,0:00,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,8:56,KINGS,79F,71F,77%,SW,10mph,0mph,29.96in,0.0in,Mostly
08/26/2016,23:35,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,16:02,KINGS,89F,68F,50%,NNW,16mph,0mph,29.95in,0.0in,Mostly
08/26/2016,13:35,KINGS,89F,70F,53%,WNW,17mph,0mph,29.95in,0.0in,Partly
08/26/2016,13:05,KINGS,89F,70F,53%,WNW,17mph,0mph,29.95in,0.0in,Partly
08/26/2016,17:05,KINGS,91F,67F,45%,NNW,13mph,0mph,29.95in,0.0in,Partly
08/26/2016,23:15,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,18:40,KINGS,91F,66F,43%,NNW,12mph,0mph,29.96in,0.0in,Partly
08/26/2016,0:05,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,15:13,KINGS,90F,66F,45%,NW,18mph,0mph,29.95in,0.0in,Partly
08/26/2016,18:15,KINGS,91F,66F,43%,NNW,12mph,0mph,29.96in,0.0in,Partly
08/26/2016,16:11,KINGS,89F,68F,50%,NNW,16mph,0mph,29.95in,0.0in,Mostly
08/26/2016,17:50,KINGS,91F,67F,45%,NNW,13mph,0mph,29.95in,0.0in,Partly
08/26/2016,11:58,KINGS,87F,72F,61%,NW,5mph,0mph,29.95in,0.0in,Partly
08/26/2016,22:35,KINGS,84F,65F,53%,NNW,10mph,0mph,30.01in,0.0in,Partly
08/26/2016,16:25,KINGS,89F,68F,50%,NNW,16mph,0mph,29.95in,0.0in,Mostly
08/26/2016,19:45,KINGS,88F,66F,48%,NW,14mph,0mph,29.97in,0.0in,Partly
08/26/2016,20:05,KINGS,86F,67F,53%,NW,13mph,0mph,29.98in,0.0in,Mostly
08/26/2016,19:10,KINGS,88F,66F,48%,NW,14mph,0mph,29.97in,0.0in,Partly
08/26/2016,13:15,KINGS,89F,70F,53%,WNW,17mph,0mph,29.95in,0.0in,Partly
08/26/2016,0:00,KINGS,83F,65F,54%,NNW,9mph,0mph,30.03in,0.0in,Fair
08/26/2016,4:50,KINGS,79F,70F,74%,SSW,9mph,0mph,29.96in,0.0in,Partly
08/26/2016,19:46,KINGS,88F,66F,48%,NW,14mph,0mph,29.97in,0.0in,Partly
08/26/2016,10:15,KINGS,83F,72F,69%,NW,5mph,0mph,29.96in,0.0in,Partly
08/26/2016,10:20,KINGS,83F,72F,69%,NW,5mph,0mph,29.96in,0.0in,Partly
08/26/2016,19:30,KINGS,88F,66F,48%,NW,14mph,0mph,29.97in,0.0in,Partly
08/25/2016,17:15,KINGS,82F,67F,60%,S,16mph,26mph,29.98in,0.0in,Cloudy
08/25/2016,0:00,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,21:30,KINGS,83F,72F,69%,VAR,6mph,0mph,29.98in,0.0in,Light
08/25/2016,14:29,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,14:00,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,19:00,KINGS,80F,70F,71%,S,10mph,0mph,29.97in,0.0in,Cloudy
08/25/2016,12:00,KINGS,83F,63F,51%,S,14mph,0mph,30.06in,0.0in,Mostly
08/25/2016,12:20,KINGS,83F,63F,51%,S,14mph,0mph,30.06in,0.0in,Mostly
08/25/2016,8:50,KINGS,75F,64F,69%,S,8mph,0mph,30.10in,0.0in,Mostly
08/25/2016,19:30,KINGS,80F,70F,71%,S,10mph,0mph,29.97in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/25/2016,17:30,KINGS,82F,67F,60%,S,16mph,26mph,29.98in,0.0in,Cloudy
08/25/2016,18:10,KINGS,80F,69F,69%,S,15mph,0mph,29.98in,0.0in,Cloudy
08/25/2016,13:40,KINGS,84F,63F,49%,S,10mph,22mph,30.04in,0.0in,Mostly
08/25/2016,6:21,KINGS,73F,63F,71%,SSW,9mph,0mph,30.10in,0.0in,Fair
08/25/2016,11:20,KINGS,82F,61F,49%,SSW,13mph,21mph,30.07in,0.0in,Mostly
08/25/2016,14:00,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,19:50,KINGS,80F,70F,71%,S,10mph,0mph,29.97in,0.0in,Cloudy
08/25/2016,17:05,KINGS,82F,67F,60%,S,16mph,26mph,29.98in,0.0in,Cloudy
08/25/2016,12:00,KINGS,83F,63F,51%,S,14mph,0mph,30.06in,0.0in,Mostly
08/25/2016,0:00,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,17:00,KINGS,82F,67F,60%,S,16mph,26mph,29.98in,0.0in,Cloudy
08/25/2016,19:15,KINGS,80F,70F,71%,S,10mph,0mph,29.97in,0.0in,Cloudy
08/25/2016,7:40,KINGS,73F,63F,71%,SSW,9mph,0mph,30.10in,0.0in,Mostly
08/25/2016,15:58,KINGS,85F,65F,51%,S,16mph,24mph,30.00in,0.0in,Mostly
08/25/2016,10:50,KINGS,80F,62F,54%,SSW,13mph,0mph,30.08in,0.0in,Mostly
08/25/2016,22:30,KINGS,82F,70F,67%,SW,8mph,0mph,29.98in,0.0in,Partly
08/25/2016,18:35,KINGS,80F,69F,69%,S,15mph,0mph,29.98in,0.0in,Cloudy
08/25/2016,9:40,KINGS,77F,64F,64%,SSW,12mph,20mph,30.09in,0.0in,Partly
08/25/2016,23:30,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,15:45,KINGS,85F,65F,51%,S,16mph,24mph,30.00in,0.0in,Mostly
08/25/2016,8:30,KINGS,75F,64F,69%,S,8mph,0mph,30.10in,0.0in,Mostly
08/25/2016,6:20,KINGS,73F,63F,71%,SSW,9mph,0mph,30.10in,0.0in,Fair
08/25/2016,0:00,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,2:00,KINGS,75F,60F,60%,SW,10mph,0mph,30.12in,0.0in,Partly
08/25/2016,17:15,KINGS,82F,67F,60%,S,16mph,26mph,29.98in,0.0in,Cloudy
08/25/2016,0:00,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,16:23,KINGS,84F,67F,56%,SSE,18mph,0mph,29.99in,0.0in,Mostly
08/25/2016,18:00,KINGS,80F,69F,69%,S,15mph,0mph,29.98in,0.0in,Cloudy
08/25/2016,14:50,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,13:30,KINGS,84F,63F,49%,S,10mph,22mph,30.04in,0.0in,Mostly
08/25/2016,1:40,KINGS,76F,61F,60%,SW,9mph,0mph,30.13in,0.0in,Partly
08/25/2016,16:20,KINGS,84F,67F,56%,SSE,18mph,0mph,29.99in,0.0in,Mostly
08/25/2016,4:30,KINGS,73F,63F,71%,SW,12mph,0mph,30.09in,0.0in,Partly
08/25/2016,16:15,KINGS,84F,67F,56%,SSE,18mph,0mph,29.99in,0.0in,Mostly
08/25/2016,16:50,KINGS,84F,67F,56%,SSE,18mph,0mph,29.99in,0.0in,Mostly
08/25/2016,19:09,KINGS,80F,70F,71%,S,10mph,0mph,29.97in,0.0in,Cloudy
08/25/2016,8:30,KINGS,75F,64F,69%,S,8mph,0mph,30.10in,0.0in,Mostly
08/25/2016,14:15,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,23:40,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,7:55,KINGS,73F,63F,71%,SSW,9mph,0mph,30.10in,0.0in,Mostly
08/25/2016,18:00,KINGS,80F,69F,69%,S,15mph,0mph,29.98in,0.0in,Cloudy
08/25/2016,18:10,KINGS,80F,69F,69%,S,15mph,0mph,29.98in,0.0in,Cloudy
08/25/2016,23:15,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,0:05,KINGS,81F,70F,69%,SSW,9mph,0mph,29.98in,0.0in,Partly
08/25/2016,14:30,KINGS,85F,64F,49%,SSE,20mph,0mph,30.02in,0.0in,Mostly
08/25/2016,15:35,KINGS,85F,65F,51%,S,16mph,24mph,30.00in,0.0in,Mostly
08/25/2016,15:00,KINGS,85F,65F,51%,S,16mph,24mph,30.00in,0.0in,Mostly
08/25/2016,20:30,KINGS,82F,70F,67%,S,8mph,0mph,29.97in,0.0in,Cloudy
08/25/2016,12:40,KINGS,83F,63F,51%,S,14mph,0mph,30.06in,0.0in,Mostly
08/24/2016,20:45,KINGS,80F,62F,54%,S,12mph,0mph,30.14in,0.0in,Partly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
08/24/2016,6:04,KINGS,72F,59F,64%,SW,3mph,0mph,30.24in,0.0in,Fair
08/24/2016,13:29,KINGS,86F,57F,37%,VAR,5mph,0mph,30.20in,0.0in,Fair
08/24/2016,12:00,KINGS,84F,57F,40%,NW,3mph,0mph,30.23in,0.0in,Fair
08/24/2016,13:45,KINGS,86F,57F,37%,VAR,5mph,0mph,30.20in,0.0in,Fair
08/24/2016,12:25,KINGS,84F,57F,40%,NW,3mph,0mph,30.23in,0.0in,Fair
08/24/2016,19:05,KINGS,81F,62F,52%,S,14mph,0mph,30.14in,0.0in,Partly
08/24/2016,8:00,KINGS,75F,61F,62%,NW,5mph,0mph,30.27in,0.0in,Fair
08/24/2016,9:36,KINGS,77F,60F,56%,CALM,0mph,0mph,30.26in,0.0in,Fair
08/24/2016,9:00,KINGS,77F,60F,56%,CALM,0mph,0mph,30.26in,0.0in,Fair
08/24/2016,21:00,KINGS,78F,64F,62%,S,13mph,0mph,30.15in,0.0in,Partly
08/24/2016,15:50,KINGS,89F,56F,32%,VAR,7mph,0mph,30.17in,0.0in,Fair
08/24/2016,23:00,KINGS,78F,63F,60%,SSW,9mph,0mph,30.15in,0.0in,Fair
08/24/2016,7:05,KINGS,73F,59F,61%,CALM,0mph,0mph,30.25in,0.0in,Fair
08/24/2016,12:34,KINGS,84F,57F,40%,NW,3mph,0mph,30.23in,0.0in,Fair
08/24/2016,16:05,KINGS,86F,60F,41%,SSE,18mph,0mph,30.16in,0.0in,Fair
08/24/2016,15:30,KINGS,89F,56F,32%,VAR,7mph,0mph,30.17in,0.0in,Fair
08/24/2016,20:30,KINGS,80F,62F,54%,S,12mph,0mph,30.14in,0.0in,Partly
08/24/2016,16:10,KINGS,86F,60F,41%,SSE,18mph,0mph,30.16in,0.0in,Fair
08/24/2016,1:15,KINGS,74F,58F,57%,SW,7mph,0mph,30.26in,0.0in,Fair
08/24/2016,18:45,KINGS,82F,60F,47%,S,16mph,0mph,30.14in,0.0in,Fair
08/24/2016,22:15,KINGS,78F,65F,64%,S,10mph,0mph,30.14in,0.0in,Partly
08/24/2016,4:50,KINGS,72F,59F,64%,SW,5mph,0mph,30.23in,0.0in,Fair
08/24/2016,17:50,KINGS,85F,61F,44%,S,17mph,23mph,30.15in,0.0in,Fair
08/24/2016,14:18,KINGS,88F,56F,34%,VAR,6mph,0mph,30.19in,0.0in,Fair
08/24/2016,13:00,KINGS,86F,57F,37%,VAR,5mph,0mph,30.20in,0.0in,Fair
08/24/2016,15:15,KINGS,89F,56F,32%,VAR,7mph,0mph,30.17in,0.0in,Fair
08/24/2016,10:05,KINGS,80F,60F,50%,VAR,5mph,0mph,30.25in,0.0in,Fair
